feature_0,feature_1,feature_2,feature_3,scaled_target
-0.19853845,-2.5678964,-5.4085226,-2.042288,1.0490426
-0.32830825,-2.1672351,-5.034967,-1.5123619,0.97190416
-0.26802605,-2.044283,-6.1191263,-1.6585714,0.77905804
-0.27150452,-1.7822998,-5.995099,-1.5252811,0.5090735
-0.21520627,-1.8850102,-6.5012507,-1.7519299,0.93333495
-0.23025146,-1.6760056,-6.1745734,-1.815205,0.62478113
-0.381907,-1.7110763,-6.2895713,-2.313889,0.5862119
-0.22545731,-1.8218421,-6.6503587,-2.662136,0.6633504
-0.04595828,-2.1195488,-7.0442066,-3.2271655,0.7404888
0.12662503,-1.7728002,-6.4853396,-2.964514,1.2033195
0.15255797,-1.6165583,-6.5130925,-3.0840824,1.5890118
0.19868475,-1.6172218,-6.36114,-3.338573,1.627581
0.18166351,-2.1293402,-6.6537786,-3.9612257,1.473304
0.165313,-2.2260563,-6.693498,-4.015738,1.4347348
0.2338087,-2.316729,-7.1738586,-4.3492355,1.974704
0.17052588,-2.2078533,-6.8457494,-3.7758462,1.8589963
0.26073086,-2.344994,-7.0360827,-4.0281754,1.7047194
0.1478937,-2.359476,-6.6623635,-3.574252,1.3961656
0.17012352,-2.1342103,-6.696109,-3.4000947,1.3575964
0.1328134,-1.9242646,-6.33365,-2.9838102,1.3190272
0.17803192,-1.9325149,-6.155399,-2.9101763,1.2418888
-0.17381626,-2.2198298,-6.3547187,-2.6182837,1.3190272
-0.082093716,-2.104137,-5.9761577,-2.304369,0.97190416
-0.13988821,-1.6072842,-5.6263895,-1.5638007,0.89476573
0.05219391,-1.9133589,-4.554175,-1.5953364,1.0876118
-0.007881999,-1.3806511,-4.9186254,-1.5514454,1.473304
0.090476155,-1.3263037,-5.1949153,-1.6551076,1.1261811
-0.24140406,-0.9783672,-4.41472,-1.3402425,1.1647503
-0.12958524,-0.96944815,-4.222638,-1.2535225,0.8561965
0.16112244,-1.446236,-4.6465526,-1.809664,0.77905804
0.22273183,-1.3856063,-4.754553,-1.9169539,0.7404888
0.22407985,-1.3279021,-5.0347013,-2.2409775,0.81762725
0.3158301,-1.613066,-5.017984,-2.4764016,1.0104734
0.38925302,-1.7624664,-5.1791444,-2.7454264,1.5890118
0.46312875,-1.7706804,-5.3124466,-2.9556174,1.974704
0.44321388,-1.756552,-5.721208,-3.072786,1.5890118
0.62977225,-2.1449146,-6.148371,-3.398542,1.7818578
0.6245651,-1.9962603,-5.985214,-3.3149016,1.5890118
0.6241041,-2.0112,-6.2742906,-3.359107,1.9361348
0.599212,-2.1142356,-6.601818,-3.5448906,2.2061193
0.62820166,-2.3252833,-7.0528464,-3.8480127,1.8975656
0.5697666,-2.3161974,-6.736336,-3.5685208,1.7818578
0.58056676,-2.1621249,-6.494326,-3.3339567,1.3961656
0.6075907,-2.4481404,-6.498932,-3.6901255,1.6661502
0.30173653,-2.4688957,-6.2727423,-3.2854958,1.5118734
-0.1323657,-2.338215,-6.1638155,-2.842333,1.473304
0.003000617,-2.5358613,-6.168139,-2.9521537,1.4347348
0.38637602,-2.6894467,-5.756459,-2.800649,1.2033195
0.5880461,-2.67542,-5.7503667,-2.9277508,1.1647503
0.58959866,-2.6614225,-5.7043824,-2.8922129,0.97190416
0.65305334,-2.5512233,-5.493418,-2.8761237,1.3575964
0.627129,-2.4055593,-5.4131536,-2.6982324,0.97190416
0.5154608,-2.2458494,-5.1986523,-2.7452314,1.0876118
0.101873994,-1.812224,-4.42993,-2.41393,0.97190416
0.33578312,-2.0002205,-4.5455365,-2.8711653,1.0876118
0.3100565,-1.8194997,-4.484029,-2.9077396,1.0104734
0.46525103,-2.012245,-4.705376,-3.1443396,1.2033195
0.53774834,-1.9906139,-5.090925,-3.0824816,1.3575964
0.6292284,-2.152364,-5.360817,-3.3552997,1.0876118
0.59953725,-1.9776626,-5.0788937,-3.2620747,1.4347348
0.621005,-2.2125688,-5.773481,-3.5097587,1.627581
0.63133466,-2.2043219,-5.8243628,-3.4401054,1.7432886
0.6929357,-2.2050807,-5.9098225,-3.4055712,1.627581
0.686749,-2.1676006,-5.9472747,-3.5177166,1.974704
0.75940156,-2.4070568,-6.5077753,-3.7305706,1.8589963
0.67235446,-2.4547362,-6.075561,-3.6199505,1.8204271
0.70292854,-2.5509548,-6.0491614,-3.6968808,1.3961656
0.5268234,-2.7956772,-6.2964215,-3.8074992,1.3190272
0.02289188,-2.6305304,-6.95885,-3.6856415,1.7047194
0.019506365,-2.7195098,-6.360818,-3.38236,1.5504426
0.7647698,-2.9306254,-6.053013,-3.4280627,1.3961656
0.8076066,-2.8680112,-6.00072,-3.3665526,1.0490426
0.67022276,-2.548886,-5.907743,-2.984586,1.2033195
0.35839462,-2.1492822,-5.7835712,-2.6663888,1.1647503
0.384104,-1.8466811,-5.0335193,-2.4801,1.1647503
0.16705266,-1.7439729,-4.994123,-2.6721358,1.2418888
0.30924058,-1.659748,-5.0627003,-2.6178372,1.3190272
0.13902605,-1.5153946,-4.552449,-2.2568405,1.1647503
0.369421,-1.5458484,-4.5586395,-2.325083,1.2033195
0.45819962,-1.7528797,-4.97358,-2.8265374,1.1647503
0.5879552,-1.9823385,-5.184223,-3.1030118,2.321827
0.486009,-1.8683901,-5.216551,-3.4197567,1.8589963
0.5660995,-2.0532238,-5.1944847,-3.5031116,2.0904117
0.61606157,-2.2142105,-5.132666,-3.7201815,2.1289809
0.7201842,-2.4444675,-5.804288,-4.092976,2.3603961
0.6251728,-2.3096354,-5.6297393,-3.7639644,2.5532424
0.8063947,-2.6463983,-5.9915805,-4.1858525,2.5918117
0.84194267,-2.7744398,-5.7312527,-4.2554245,2.66895
1.3876059,-4.815248,-8.479018,-7.454352,2.9389346
0.8015014,-3.1610858,-6.809177,-5.158252,2.8617961
1.0138364,-3.1239703,-6.8514705,-4.764504,2.2446885
0.82376194,-2.7411547,-5.956873,-4.04084,2.476104
0.8299484,-3.001201,-5.8863406,-3.708719,1.9361348
0.67539024,-2.9233668,-5.393708,-3.2769506,2.0904117
0.86531305,-3.0577986,-5.5395026,-3.415692,1.3961656
0.75201535,-2.8268013,-5.0195155,-3.1740577,1.5118734
0.4573354,-2.8333938,-4.9781938,-3.024501,1.3190272
0.37321615,-2.2198858,-4.0567236,-2.8258095,1.2418888
0.33227062,-2.043194,-4.03347,-2.7387536,1.0104734
-0.028881967,-1.7726917,-3.8689895,-2.526598,1.280458
0.0980154,-2.0869555,-4.3786874,-2.5196273,1.0104734
-0.1720739,-1.7157805,-4.439955,-2.311785,0.89476573
0.049602926,-1.9767865,-5.210669,-2.786476,1.1261811
0.26038587,-2.1756275,-5.6904964,-3.0735517,1.2033195
0.17464912,-2.3420765,-6.0186024,-4.0300136,1.9361348
0.18917662,-2.020957,-5.9889846,-3.8585138,2.5918117
0.49511445,-2.2275903,-5.57274,-3.8943431,2.321827
0.5843801,-2.4422004,-5.539468,-4.086901,2.66895
0.73829293,-2.8429494,-6.6206574,-5.021272,2.7846577
0.67569005,-3.0373662,-6.712966,-5.0623984,2.9389346
0.77890086,-3.0943904,-7.110413,-5.2604337,3.2474885
0.7949246,-3.225845,-7.4405446,-5.5649652,3.4017653
0.7946017,-3.2939248,-7.853836,-5.409689,3.1703498
0.7322581,-3.3929338,-7.9229965,-5.318187,3.1703498
0.74956584,-3.065725,-7.028944,-4.640761,2.3989654
0.73641765,-2.8694217,-6.3708634,-4.358251,2.0518425
0.5316833,-2.9042194,-6.1650577,-4.490406,2.0904117
0.4005227,-2.6181643,-5.6652465,-3.400107,2.0904117
0.49880856,-2.6312494,-5.6221375,-3.325059,1.5890118
0.5004699,-2.2519798,-4.8440275,-2.7190802,1.5118734
0.32859898,-1.9050729,-4.4480624,-2.278819,1.473304
0.32760757,-1.623894,-4.1796775,-2.0321367,0.5476427
0.24302149,-1.4571576,-4.01397,-1.9744686,0.89476573
0.22958708,-1.2299848,-3.4838996,-1.5483143,0.81762725
0.108537465,-1.1453993,-3.8176355,-1.8437186,0.97190416
0.097691506,-1.0105147,-3.3773232,-1.3491882,0.7404888
0.22195333,-1.2052691,-3.8030295,-1.6813434,1.2033195
0.3291362,-1.4097861,-4.0185,-2.2525396,0.89476573
0.38802284,-1.6279336,-4.2708874,-2.6777155,1.7818578
0.40471005,-1.6050646,-4.065146,-2.5993607,1.4347348
0.421219,-1.6482966,-3.8756676,-2.7434633,1.6661502
0.5070429,-1.8375188,-4.072914,-2.8461995,1.8204271
0.4716252,-2.0006824,-4.4001875,-3.0630145,1.8589963
0.46341163,-1.9666103,-4.3489265,-2.985788,1.7047194
0.7064334,-2.3606849,-4.949931,-3.8044405,1.5118734
0.772962,-2.621641,-5.242338,-4.022097,2.0904117
0.7745491,-2.9521337,-6.3248005,-4.6409717,2.0518425
0.69624746,-3.015259,-6.109178,-4.3995395,2.1289809
0.9228363,-3.1279192,-6.1652513,-4.3074837,2.1289809
0.82913756,-3.1539297,-5.6826878,-4.271969,1.8975656
0.27285236,-2.4408836,-5.8145804,-3.3083005,1.974704
0.5343234,-2.2907245,-4.937491,-2.711116,0.97190416
0.53051203,-2.494309,-5.1334662,-2.8649232,1.3961656
0.4314391,-2.3535604,-4.882158,-2.6212962,1.4347348
0.53412676,-2.2276795,-4.477189,-2.5119388,1.3961656
0.49815768,-1.9477535,-4.2059455,-2.0505583,1.0876118
0.44768053,-1.8728296,-3.9856644,-1.7971191,0.7019196
0.3794971,-1.794187,-3.395895,-1.5705124,0.97190416
0.382895,-1.7977103,-3.8350062,-2.0500393,1.0876118
0.40261358,-1.6120788,-3.571261,-1.7093176,1.0490426
0.54830134,-1.939023,-4.0501194,-2.5793192,1.1261811
0.56079024,-2.0240955,-3.9554915,-2.9613993,1.5118734
1.0798515,-3.0579145,-5.732965,-4.813753,2.2061193
0.69878197,-2.267956,-4.2477827,-3.3092968,2.66895
0.7982576,-2.481808,-4.5687203,-3.5984786,2.6303809
0.55914783,-2.2921143,-4.513403,-3.612176,2.9775038
0.5336845,-2.553761,-5.328405,-4.130461,2.823227
0.59655327,-2.4630678,-4.8731427,-3.8943543,2.476104
0.7067784,-2.713446,-5.2783113,-4.3181434,2.7075193
0.37921464,-2.3509212,-5.079469,-3.65491,2.321827
0.6463477,-2.7178044,-5.5683227,-4.0443134,2.0132732
0.81500745,-2.9261737,-5.6671925,-3.876993,2.3603961
0.8836844,-3.0854385,-5.903764,-3.7142267,2.0518425
0.7360058,-2.8950746,-5.387367,-3.0899065,1.974704
0.13244429,-2.3746731,-4.997412,-2.4304621,2.0132732
0.6790974,-2.5218751,-4.6501317,-2.7365448,2.0518425
0.86120963,-2.9105344,-4.6970787,-3.2505772,1.6661502
0.49073565,-2.7661602,-4.2808657,-2.7366776,1.8589963
0.01506719,-2.2138681,-4.410563,-2.2735958,1.6661502
0.28328723,-2.2036612,-3.9628754,-2.311125,1.7047194
0.5289277,-2.1769397,-3.9621258,-2.471979,1.5118734
0.3931688,-2.065055,-3.674045,-2.275375,1.6661502
0.25880492,-1.9690638,-3.870319,-2.3126543,1.1647503
0.31628138,-1.9724537,-3.8618703,-2.44221,1.3961656
0.3305744,-1.9547707,-4.0428476,-2.719482,1.1647503
0.40986377,-2.0802846,-4.0653725,-2.8174942,1.8589963
0.45126718,-2.2032745,-4.1906137,-3.2052965,1.0876118
0.53926754,-2.2951512,-4.1807094,-3.357594,1.7047194
0.646572,-2.587422,-4.366476,-3.7099454,2.1289809
0.61556077,-2.5141451,-4.2100296,-3.4894848,2.16755
0.54745984,-2.4906607,-4.5800695,-3.572715,2.5146732
0.6660993,-2.7746844,-4.905187,-3.928056,2.5532424
0.7959348,-2.9345646,-5.243687,-4.186236,2.1289809
0.7404604,-2.743636,-5.0140586,-3.7679565,2.66895
0.6642823,-2.5550277,-5.2182918,-3.81974,2.5918117
0.8452965,-2.9633057,-5.286203,-4.0338693,2.0518425
1.0084505,-3.3023891,-5.854363,-4.5152636,2.16755
0.93222916,-3.5110738,-5.336077,-4.1854067,1.8975656
0.88060355,-3.362685,-5.277737,-3.601322,1.5118734
0.4157411,-3.424343,-5.4799237,-3.5524664,1.5504426
1.0025833,-3.5087888,-5.043616,-3.9544122,1.3575964
0.8723514,-3.41644,-4.433149,-3.2991579,1.2033195
0.44080293,-2.7586904,-4.5247493,-2.613005,1.7818578
0.5070351,-2.4923742,-3.8960004,-2.611703,1.5504426
0.47946727,-2.1111088,-3.757658,-2.3902857,1.0490426
0.18315548,-1.8640517,-3.0555167,-1.7007227,1.3961656
0.30925804,-2.0246835,-3.2075129,-1.7551798,1.280458
0.08651513,-1.898161,-3.1160421,-2.2070448,1.1261811
0.26088852,-1.7614121,-3.381588,-2.2533972,0.7019196
0.3433118,-1.9622384,-2.8938122,-2.1112592,1.280458
0.40069813,-2.0754817,-3.200427,-2.3268144,0.43193504
0.41667688,-2.06296,-3.1906848,-2.4500732,0.93333495
0.40907377,-1.9856511,-3.2121568,-2.7297094,1.0490426
0.49752277,-2.2417657,-3.0793352,-2.8215616,1.2033195
0.55063456,-2.62267,-3.2554498,-3.0222843,1.7818578
0.52197075,-2.7912865,-3.6332998,-3.4597325,1.974704
0.62798077,-2.8818283,-3.870245,-3.4157345,1.9361348
0.6380649,-3.0638523,-3.9736986,-3.2191145,2.0904117
0.6900822,-3.2718987,-4.396056,-3.755996,2.2446885
0.6573697,-3.1701453,-4.279257,-3.7234619,2.1289809
0.6328246,-3.5610337,-4.6356916,-4.1115484,2.0132732
0.4722637,-3.7049258,-4.4085116,-3.7846355,1.7818578
0.4027608,-3.690932,-4.301251,-3.271266,1.5890118
0.536058,-3.8231905,-4.2939167,-3.1659272,1.3961656
0.6461606,-3.8471467,-4.522814,-3.1821024,1.2033195
0.4633463,-3.5302422,-3.8968654,-2.3146093,1.1647503
0.4852113,-3.415209,-3.7579632,-2.0438402,0.77905804
0.29895973,-3.0120823,-3.542418,-1.9741954,0.93333495
0.32858533,-2.8604155,-3.2007418,-2.093725,0.5476427
0.26099825,-2.7065885,-2.79667,-1.7036324,1.0104734
0.2655347,-2.5229688,-2.7098784,-1.310811,0.8561965
0.24780792,-2.32295,-2.555975,-1.0189863,0.81762725
0.35763198,-2.4213276,-3.130324,-1.6826204,0.6633504
0.39185417,-2.4929094,-3.0322933,-1.7919931,1.6661502
0.49221927,-2.5808,-3.1535797,-1.9702057,1.3961656
0.5188088,-2.6750257,-3.0334883,-2.36151,1.9361348
0.58667284,-2.8323424,-3.123014,-2.604603,2.2832577
0.3439136,-3.1637704,-3.5684752,-2.6620598,2.16755
0.24958318,-3.4320657,-4.137348,-2.878703,2.0904117
0.35819924,-2.9784577,-3.4790297,-2.7838156,2.3989654
0.6671067,-3.2733345,-3.6524386,-3.20552,2.5146732
0.64589965,-3.4795587,-3.8808527,-3.2362263,2.3603961
0.7184901,-3.6833591,-4.1858754,-3.4279878,2.7075193
0.724326,-3.6052577,-4.255011,-3.5365887,2.3989654
0.7029673,-3.7982106,-4.138925,-3.9544408,2.2446885
0.65894645,-3.9897828,-4.3214164,-3.4921708,1.974704
0.69832075,-4.055521,-4.371004,-2.883549,2.0904117
0.7247908,-4.0931864,-4.138448,-2.926083,1.9361348
0.6974579,-4.2242627,-4.2568145,-3.2734656,1.7047194
0.5743699,-3.8798254,-3.7052555,-2.5850537,1.3961656
0.39449996,-3.5594828,-3.5291638,-2.3905985,1.473304
0.3692038,-3.1547923,-2.903657,-2.102394,1.2033195
0.31095058,-2.9282594,-2.4674015,-1.7519106,1.0876118
0.21780223,-2.5572672,-2.2205257,-1.1274377,0.97190416
0.2410112,-2.4778185,-2.1909323,-0.90552115,0.77905804
0.22821027,-2.385094,-2.2573223,-0.837402,0.5476427
0.23438805,-2.3868492,-2.3331518,-1.1671463,0.43193504
0.22771972,-2.319924,-2.2682462,-1.0581431,0.7404888
0.34963977,-2.529882,-2.419016,-1.4494351,1.0104734
0.3189131,-2.2752655,-2.455968,-1.3783038,0.62478113
0.35113078,-2.4089887,-2.5490294,-1.778534,0.3547966
0.18043894,-2.6883764,-2.68186,-2.0368807,0.5862119
0.1697672,-2.5954866,-2.4485226,-1.6466147,1.0104734
0.4476012,-2.5193677,-2.541463,-1.6442156,1.1647503
0.455248,-2.6267774,-2.7012763,-1.8803207,1.473304
0.51632005,-2.9064417,-2.9285045,-2.039497,1.8975656
0.49867022,-3.205409,-3.327703,-2.5365522,1.7047194
0.56283975,-3.270698,-3.644328,-3.1694639,1.974704
0.48735398,-3.3720188,-3.455114,-3.0593846,1.5118734
0.5542701,-3.5519392,-3.6156607,-2.347422,1.473304
0.5719146,-3.4781344,-2.8268924,-1.4060203,1.5504426
0.7218479,-3.6853087,-3.252963,-1.9699095,1.280458
0.60490096,-3.773149,-3.3055825,-2.3068695,1.3961656
0.27928066,-3.2878702,-3.4136648,-1.815293,1.1647503
0.3668142,-3.2862794,-3.1028357,-1.6366041,1.0490426
0.23103988,-2.9444442,-2.8546648,-1.5607494,0.89476573
0.21858644,-2.7766566,-2.5093875,-1.613281,0.81762725
0.099144876,-2.4397323,-2.4433427,-1.3367909,0.7404888
0.23918062,-2.5281727,-2.718494,-1.0721642,0.81762725
0.20199329,-2.3224888,-2.463943,-0.7232367,0.6633504
0.22960585,-2.3472786,-2.606288,-1.0218589,0.77905804
0.25063348,-2.3398502,-2.48132,-1.0726779,0.5862119
0.31738484,-2.4369268,-2.491436,-1.3993889,1.2418888
0.32209688,-2.3151457,-2.3382301,-1.3820094,0.77905804
0.3735056,-2.4531977,-2.458418,-1.6455882,1.0104734
0.36736262,-2.5359771,-2.3210745,-1.5945119,1.2033195
0.4132576,-2.7188213,-2.1002197,-1.6756667,1.3190272
0.45980167,-2.784165,-2.4886303,-1.8771166,1.627581
0.45709676,-2.863803,-2.7063122,-2.0034344,1.5890118
0.12636185,-2.7958379,-2.7305384,-1.9616278,1.8975656
0.42476362,-3.183603,-2.7380152,-2.085757,1.7818578
0.38095993,-2.995695,-3.0170674,-2.2001941,1.8975656
0.28662294,-3.043113,-2.7934408,-2.3008604,1.5890118
0.31434005,-3.2921655,-2.9783344,-2.1976876,1.5118734
0.553038,-3.6223881,-3.2295685,-2.270394,1.5504426
0.4242577,-3.3853023,-2.8448396,-1.9986938,1.4347348
0.33837128,-3.3765013,-3.0687733,-2.2696254,1.3190272
0.2942565,-3.0487118,-3.14599,-1.7912327,1.473304
0.16477033,-2.7777202,-2.7734685,-1.4557626,1.2033195
0.17386109,-2.613156,-2.4609466,-1.2955173,0.62478113
0.21614069,-2.4818118,-2.2541761,-0.8322078,0.81762725
0.12654799,-2.1811187,-2.1707587,-0.47334072,0.3933658
0.1211586,-2.2047849,-2.1524544,-0.27775225,0.81762725
0.0774197,-2.0961003,-1.9448962,-0.14122483,0.77905804
0.10095149,-2.1338885,-1.9541684,-0.5467472,0.27765813
0.046294928,-1.8635824,-1.6726748,-0.20602176,0.3547966
0.11122769,-2.035656,-1.7022446,-0.53306067,0.62478113
0.06259099,-1.9671878,-1.5293273,-0.21343455,0.62478113
0.062480778,-2.1089222,-1.7058717,-0.36206147,0.27765813
-0.014226615,-2.0118186,-1.6940566,-0.2869639,0.5862119
0.054861665,-2.3979673,-1.8500717,-0.34963152,0.27765813
0.07829368,-2.492519,-2.083527,-0.56373024,0.47050425
0.16615626,-2.5266924,-2.6482487,-1.3230346,0.5476427
0.08751559,-2.3998365,-2.7168279,-1.3037604,0.43193504
0.059465826,-2.581114,-2.8465133,-1.3566016,1.0104734
0.055512726,-2.6536121,-2.842196,-1.4903657,0.77905804
0.10148919,-2.9669201,-2.5183845,-1.3722566,0.62478113
0.15302494,-3.0739026,-2.5458827,-1.3780292,0.7404888
0.20642042,-3.2092252,-2.849515,-1.5580748,0.7404888
0.31190336,-3.3632681,-2.9408731,-1.640686,0.62478113
0.3133399,-3.3200464,-3.1803274,-1.3842986,0.47050425
0.24051327,-3.0611875,-2.744794,-1.0407073,0.31622735
0.18354595,-2.9056225,-2.7837448,-1.0879605,0.5862119
-0.05354196,-2.3339417,-2.4626532,-0.8949584,0.5090735
-0.13225281,-2.1790965,-2.3373384,-1.0064923,0.3933658
-0.082124546,-1.9770932,-1.7978326,-0.63831115,-0.262311
-0.03121075,-1.9317949,-1.8796991,-0.16617951,0.20051968
-0.035382092,-1.746872,-1.5106803,0.30215862,-0.069464885
0.007983327,-1.9444704,-1.6347563,-0.16517052,0.20051968
0.040845186,-1.8348787,-1.615606,-0.24053797,0.7019196
0.06394875,-1.9799775,-1.5901853,-0.31373724,0.23908891
0.080008894,-1.9836812,-1.6796083,-0.4238728,0.77905804
0.13181058,-2.2250273,-1.6176994,-0.43699762,0.7404888
0.16005474,-2.3962348,-1.3811055,-0.439144,1.3190272
0.15546477,-2.7062898,-1.6896813,-1.0559449,1.3190272
0.195364,-2.7832565,-2.1337948,-0.9494178,1.280458
0.20612532,-2.8843377,-2.4700694,-1.4316875,1.280458
0.07737291,-2.7522109,-2.0819683,-1.1517082,1.473304
0.03479618,-2.8422008,-2.342173,-1.5807761,1.5890118
0.004225731,-2.7366207,-2.347383,-1.3855668,1.974704
0.11221719,-3.0245721,-2.7398944,-1.3483456,1.5504426
-0.013261557,-2.872964,-2.6619968,-1.686178,1.1647503
0.020935178,-2.8627453,-2.5269518,-1.6307873,1.3190272
-0.21011841,-2.992383,-3.6697402,-1.5138963,1.3575964
0.024098605,-2.7796474,-2.8166213,-1.3556005,0.5476427
0.22251773,-2.7167063,-2.3359418,-0.84912384,1.1647503
0.17247596,-2.5570083,-2.4249778,-0.58458936,0.5476427
0.099564135,-2.246711,-2.1284385,-0.27757618,0.97190416
0.07964176,-2.165366,-1.9241618,-0.036341995,0.6633504
0.03998339,-1.9947418,-1.3671182,0.18181422,0.77905804
0.03324738,-1.996754,-1.4162499,0.1980361,0.3547966
-0.046902984,-1.6680453,-1.3630874,0.6868173,0.5090735
-0.013959587,-1.7690638,-1.4278742,0.6373974,0.3547966
-0.11348808,-1.5447372,-1.0570072,0.99661255,0.123381235
-0.08096799,-1.640731,-1.1929332,0.8302356,0.3547966
-0.15246734,-1.366599,-1.3556689,0.8776984,0.23908891
-0.11081773,-1.5513949,-1.4488658,0.7572614,-0.10803411
-0.081040084,-1.6418363,-1.5208011,0.4418538,0.47050425
-0.044228703,-1.7502071,-1.9572853,0.42454806,0.75977343
-0.015276581,-1.6231811,-2.2275739,0.51078844,0.084812015
-0.025502086,-1.7822311,-2.37219,0.1414595,0.16195047
-0.12890548,-1.6985322,-2.2208939,-0.2728928,0.16195047
-0.24769288,-1.80912,-2.3833265,-0.64199924,-0.069464885
-0.30851853,-1.8048788,-2.4593768,-0.46604154,0.43193504
-0.21277091,-2.0626688,-2.7603016,-0.56296515,-0.37801868
0.031735897,-2.4754267,-3.1703024,-0.81470454,0.007673565
0.0140628815,-2.455966,-2.9994693,-0.4948525,-0.069464885
0.12678558,-2.5602605,-3.2683134,-0.7366493,-0.18517256
0.13688293,-2.531065,-2.6250844,-0.17148742,0.20051968
0.2314558,-2.500931,-2.2928915,0.05845931,-0.262311
0.17561603,-2.333847,-2.105914,-0.043645114,0.23908891
-0.18931618,-1.8608078,-2.5402403,-0.20958051,-0.03089566
-0.023257852,-1.6515027,-1.3855077,0.4374403,0.20051968
-0.13764954,-1.3253928,-1.0665772,0.8141291,0.04624279
-0.20672894,-1.2258843,-1.2742008,0.8107414,-0.49372634
-0.19309336,-1.1016388,-1.678008,0.6956507,-0.18517256
-0.13384125,-1.3844281,-1.17127,0.97833407,-0.33944947
-0.13688761,-1.3983027,-0.9947264,1.2188575,-0.069464885
-0.11701907,-1.3921111,-0.84274036,1.0682354,-0.262311
-0.13999066,-1.2432947,-0.8805768,1.0225512,-0.10803411
-0.21228226,-1.219092,-0.5659564,1.4434929,-0.45515713
-0.23490165,-1.111794,-0.43077302,1.7109231,-0.18517256
-0.2707327,-1.0914472,-0.68986285,1.8694608,-0.14660333
-0.1964263,-1.1285424,-1.5394317,1.3866749,0.20051968
-0.30931342,-1.290743,-1.3159171,1.6491715,-0.10803411
-0.3842644,-1.3235265,-1.3946531,1.2397393,0.31622735
-0.36307868,-1.5354699,-1.9099799,0.6726992,0.20051968
-0.29393783,-1.7206134,-2.3659177,0.17652538,0.77905804
-0.0003888011,-2.2337978,-2.2170806,0.4727545,0.5476427
0.17989641,-2.5849051,-2.26186,-0.023928612,0.5090735
0.2861687,-3.0784457,-2.2902918,-0.64748824,0.7019196
0.25412792,-2.8000736,-2.551053,-1.1826159,0.3547966
0.20217657,-2.828268,-2.4546123,-0.6944835,0.7404888
0.26710528,-2.630624,-2.0668707,-0.25738224,-0.03089566
0.16244286,-2.19381,-1.5329535,0.10682979,-0.30088022
-0.08241004,-2.3031714,-2.3502674,-0.15341243,-0.10803411
-0.10742448,-1.7648278,-1.3477944,0.30796328,0.16195047
0.028888702,-1.6085728,-1.0734061,1.0378556,-0.03089566
0.09279704,-1.6276932,-1.1611599,1.3395742,-0.37801868
0.0113428235,-1.5074096,-1.8690703,0.6091162,0.123381235
0.054722786,-1.6871848,-1.3071662,0.92561805,-0.37801868
0.015620112,-1.5694385,-1.3776462,1.017087,-0.10803411
0.064032465,-1.7165965,-1.2875084,0.7323973,0.43193504
0.07006365,-1.6876589,-1.5771905,0.17367712,1.2418888
0.15683296,-2.0369747,-1.2765394,0.5047307,0.81762725
0.18767953,-2.1485066,-1.2132182,0.7402741,1.0104734
0.15085599,-2.1421747,-1.403372,0.77481914,1.2418888
0.14014548,-2.1183054,-1.5210536,0.4271485,1.2033195
0.014914811,-2.0347295,-1.612412,0.28318194,1.2418888
0.09562194,-2.1216376,-1.7200152,0.3121927,1.5504426
0.109323144,-2.1992009,-1.9880321,-0.25680575,1.3575964
0.14354864,-2.3936398,-2.556283,-1.0158433,1.0876118
0.24034,-2.5287282,-2.1848512,-0.60908663,1.0104734
0.37213898,-2.7008774,-2.0137882,-0.3402234,1.1647503
0.3677727,-2.6899197,-2.0184588,-0.43718132,1.2418888
0.2113527,-2.8190653,-2.7486606,-0.96801126,1.280458
0.27214646,-2.7031972,-2.4310708,-0.5376599,0.8561965
0.36362702,-2.420288,-1.8376368,0.014877588,0.5862119
0.25611794,-2.192897,-1.725962,0.024608642,0.7019196
0.16409251,-2.2035956,-2.0509439,-0.3576114,0.6633504
0.013987601,-1.7246867,-1.5560863,0.44479743,0.6633504
0.036566436,-1.5430915,-1.3858987,1.2559403,0.3547966
0.00031548738,-1.5063169,-1.5178694,1.3706809,0.27765813
0.09946185,-1.6992568,-1.7202449,0.8099518,0.23908891
0.025986582,-1.615797,-1.729002,1.1754504,0.3933658
-0.00082838535,-1.5092825,-1.6303412,1.4066663,1.5504426
-0.017615676,-1.390055,-1.3196887,1.3417412,1.5504426
0.07252252,-1.6873411,-1.469225,0.37068024,1.7047194
0.1413765,-1.8083545,-1.3024157,0.69970787,1.5890118
0.17745364,-1.8691461,-1.1045227,1.2086095,1.3961656
0.12942961,-1.8315649,-0.9587578,1.2747213,1.7047194
0.12922233,-1.9113214,-1.2944193,0.7323079,1.7432886
0.22821277,-2.2055192,-1.3755854,0.48769286,1.9361348
0.18784624,-2.0823011,-1.6064636,0.4924871,2.0132732
0.18826735,-2.32391,-1.5728005,-0.11413285,1.974704
0.21941161,-2.496904,-1.8567194,-0.72860456,1.7047194
0.2951305,-2.567094,-2.1611805,-0.3635362,1.627581
0.42747426,-2.6770575,-1.9669807,-0.08198592,1.5504426
0.4590298,-2.8052747,-1.7704146,-0.069583386,1.5890118
0.3364346,-2.964806,-2.4893456,-0.5577853,1.3961656
0.3584844,-2.868998,-2.537549,-0.5606563,1.3575964
0.11402464,-2.372355,-2.4976373,-0.37442073,1.1647503
0.26349133,-2.254794,-1.5131916,-0.01296398,0.5862119
0.26744223,-2.188598,-1.5525664,-0.22703263,1.2418888
